Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
KRAS_siRNA_M3_2 - polya	(1, 0.002139135369863139)	(2, 0.007155279789944821)	(3, 0.009126822399601055)	(4, 0.011368375567368414)	(5, 0.013505183260006458)	(6, 0.015297494723330307)	(7, 0.017466889897119694)	(8, 0.02416827262817081)	(9, 0.032380317878309174)	(10, 0.04145243986312047)	(12, 0.048528578627412035)	(14, 0.059969112188758424)	(16, 0.0725257669795383)	(18, 0.0820517860232433)	(20, 0.09269159861915668)	(22, 0.10324761483496664)	(24, 0.11240120552265628)	(26, 0.12160251359346042)	(28, 0.13112504112132778)	(30, 0.1393917867862559)	(32, 0.14794250907264572)	(34, 0.15587174153993494)	(36, 0.16337384523641904)	(38, 0.172001380871237)	(40, 0.1810094917323582)	(42, 0.1891458874726809)	(44, 0.19754647457805205)	(46, 0.2065033765402211)	(48, 0.2146479191508317)	(50, 0.22240373966485127)	(52, 0.2319088096135304)	(54, 0.2426335824281598)	(56, 0.25167893612488246)	(58, 0.26013073212920573)	(60, 0.26856856207017843)	(62, 0.2769004826974092)	(64, 0.2847878169746467)	(66, 0.293059217994025)	(68, 0.30141790690934445)	(70, 0.30965672044757137)	(72, 0.31777449477009334)	(74, 0.32623792916054206)	(76, 0.3359652922842179)	(78, 0.3450851316521436)	(80, 0.35315751626877623)	(82, 0.36274172724310866)	(84, 0.3742788594092965)	(86, 0.38549011676397094)	(88, 0.39474612524956487)	(90, 0.40419416710622913)	(92, 0.41340711356315873)	(94, 0.4231880132630117)	(96, 0.43152342540608013)	(98, 0.4395480926395983)	(100, 0.4482698992020327)	(102, 0.456613458215389)	(104, 0.4648371418516528)	(106, 0.47343907303699473)	(108, 0.48203867654511157)	(110, 0.490301930694202)	(112, 0.49817995426253914)	(114, 0.5059148256815329)	(116, 0.5143480002680554)	(118, 0.5236656922001142)	(120, 0.5324747866584897)	(122, 0.5407182555511669)	(124, 0.5493597572493354)	(126, 0.558727494241734)	(128, 0.5675610293109729)	(130, 0.5771952853456448)	(132, 0.5869401060485089)	(134, 0.5957154491871204)	(136, 0.6036551562019226)	(138, 0.6113842084278536)
KRAS_siRNA_M3_2 - polyg	(1, 0.03349527526913011)	(2, 0.03416331863273264)	(3, 0.03428901320288782)	(4, 0.03444031222251905)	(5, 0.0345869558877001)	(6, 0.034754548647907)	(7, 0.03505016365549418)	(8, 0.03552035445496356)	(9, 0.03609994608401244)	(10, 0.036748204191201644)	(12, 0.0375140099982582)	(14, 0.03814481052625919)	(16, 0.0386790124494187)	(18, 0.03916084163501356)	(20, 0.03971715649181148)	(22, 0.04027929054167213)	(24, 0.04085771833210847)	(26, 0.04144894834728283)	(28, 0.04210651716337242)	(30, 0.04275011991611144)	(32, 0.04344027621335238)	(34, 0.044130432510593315)	(36, 0.04479731203558329)	(38, 0.04553634955455124)	(40, 0.04627538707351919)	(42, 0.04695157730740956)	(44, 0.047768592013418223)	(46, 0.048613538846128033)	(48, 0.04943753658381199)	(50, 0.050348822217437035)	(52, 0.05126243552828718)	(54, 0.052328511697381105)	(56, 0.05333406825862254)	(58, 0.054226732474446815)	(60, 0.055164786396160466)	(62, 0.056178489827689734)	(64, 0.05721896154730761)	(66, 0.058251286396637646)	(68, 0.059476808455650634)	(70, 0.06088970853128385)	(72, 0.06236661973060721)	(74, 0.06428695344131133)	(76, 0.06637022455777217)	(78, 0.06806942893209218)	(80, 0.07011429337433894)	(82, 0.07231045683621692)	(84, 0.07441234937047853)	(86, 0.0765910552531683)	(88, 0.078950156120803)	(90, 0.08149430732783283)	(92, 0.0842607517098593)	(94, 0.08708887953835084)	(96, 0.09019632863385388)	(98, 0.09350628564794027)	(100, 0.09699198229252139)	(102, 0.1008245028436418)	(104, 0.10517027622289585)	(106, 0.10959402678919064)	(108, 0.11434830752144903)	(110, 0.119250395757501)	(112, 0.12433986201017319)	(114, 0.12978779055551018)	(116, 0.13558836220044918)	(118, 0.14169502340048828)	(120, 0.14757939142553073)	(122, 0.1537593744581604)	(124, 0.16014070157076082)	(126, 0.16658953132288903)	(128, 0.17337820194988124)	(130, 0.18034610372320584)	(132, 0.18752233260817652)	(134, 0.19522578038463145)	(136, 0.2032120409439355)	(138, 0.211948977408333)
KRAS_siRNA_P1_1 - illumina_universal_adapter	(1, 4.00367517362563e-05)	(2, 0.000137626334093381)	(3, 0.0004954548027361717)	(4, 0.0010384532481591477)	(5, 0.0011360428305162724)	(6, 0.001341231183164586)	(7, 0.0014488299534557746)	(8, 0.001611479257384316)	(9, 0.0018066584220985654)	(10, 0.002288350591425399)	(12, 0.002619904941741271)	(14, 0.0030340350925131725)	(16, 0.003594549616820761)	(18, 0.004188845150405815)	(20, 0.004993333630606215)	(22, 0.005984243236078558)	(24, 0.007099016542234944)	(26, 0.008413973607072613)	(28, 0.009756455938728956)	(30, 0.011254080683363293)	(32, 0.012775477249341033)	(34, 0.014503313316458842)	(36, 0.01612730405876074)	(38, 0.017852637828895034)	(40, 0.019605496865848004)	(42, 0.021442182851748762)	(44, 0.023305142955976438)	(46, 0.02535952877944309)	(48, 0.027296306644684486)	(50, 0.02930439997395609)	(52, 0.031293726075851326)	(54, 0.0334069158784306)	(56, 0.03554137520536977)	(58, 0.03766582534437487)	(60, 0.04002549139983047)	(62, 0.04253404412580528)	(64, 0.04515144677056304)	(66, 0.04773506840604333)	(68, 0.050633979461446633)	(70, 0.05393826262817954)	(72, 0.05774050289463213)	(74, 0.06219459152529064)	(76, 0.0671391303647183)	(78, 0.07288440423887108)	(80, 0.07945043152361711)	(82, 0.08774429487548094)	(84, 0.09726178145228412)	(86, 0.10823435372500187)	(88, 0.12054315258691717)	(90, 0.13495012746951063)	(92, 0.1518068510989663)	(94, 0.170974445992699)	(96, 0.19231028122264832)	(98, 0.21553910412062754)	(100, 0.240958688027675)	(102, 0.2697626286049279)	(104, 0.30170820304498513)	(106, 0.33658396725273965)	(108, 0.3736980361122493)	(110, 0.41383362857935446)	(112, 0.4568493648744865)	(114, 0.5045856844290216)	(116, 0.5559841156189325)	(118, 0.6110534164836612)	(120, 0.668940303751829)	(122, 0.7321107911006909)	(124, 0.7998667376718458)	(126, 0.872637287397967)	(128, 0.9497906102907163)	(130, 1.0320748931481654)	(132, 1.120270852629171)	(134, 1.2163828286175296)	(136, 1.3197339497791998)	(138, 1.428261072251273)
KRAS_siRNA_P1_1 - polya	(1, 0.0020018375868128147)	(2, 0.006210701113086758)	(3, 0.007732097679064498)	(4, 0.009726428374926764)	(5, 0.011453013293552817)	(6, 0.012761714615931695)	(7, 0.014463276564722587)	(8, 0.020226066517759978)	(9, 0.028356029417203523)	(10, 0.036008053592795505)	(12, 0.04139174555283022)	(14, 0.05126706059827619)	(16, 0.06347451643235909)	(18, 0.07225882999299207)	(20, 0.08227677596649845)	(22, 0.09229096849452956)	(24, 0.10052853016426429)	(26, 0.10968818827242467)	(28, 0.11804335790038466)	(30, 0.12573666997620467)	(32, 0.13348628373415378)	(34, 0.14107324818817435)	(36, 0.14767931222465663)	(38, 0.15481711437013607)	(40, 0.1630997173855741)	(42, 0.1703363602619024)	(44, 0.17764056515678567)	(46, 0.18607330599123464)	(48, 0.19339002237103547)	(50, 0.20056035437730063)	(52, 0.20937344435324406)	(54, 0.22029972413176674)	(56, 0.22895266710076514)	(58, 0.23685241867772522)	(60, 0.24484725754005887)	(62, 0.2531573858223156)	(64, 0.26091325532272347)	(66, 0.26863159036837864)	(68, 0.2768328687318524)	(70, 0.2851767780233866)	(72, 0.29302273021520103)	(74, 0.30052837001725735)	(76, 0.30987444925068963)	(78, 0.31905537688320995)	(80, 0.32605054810062895)	(82, 0.3349449627285367)	(84, 0.34703355945590253)	(86, 0.3592823031902135)	(88, 0.36898245744681335)	(90, 0.37884025641337465)	(92, 0.3878560324449829)	(94, 0.39811044548343155)	(96, 0.4067984206101991)	(98, 0.4143791293217609)	(100, 0.42269301104949286)	(102, 0.4312621270695435)	(104, 0.43936706699915185)	(106, 0.4477334969635377)	(108, 0.4569331918234343)	(110, 0.4651644977507102)	(112, 0.4735296765666043)	(114, 0.48252418307385264)	(116, 0.49180144914023827)	(118, 0.5015116125847722)	(120, 0.510891472827482)	(122, 0.5191540574670519)	(124, 0.5285764567584814)	(126, 0.5382015421055758)	(128, 0.5473824697380961)	(130, 0.5585314539481517)	(132, 0.5684555637847762)	(134, 0.5773800059764862)	(136, 0.5850983410221413)	(138, 0.5923737695017142)
KRAS_siRNA_P1_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00011510566124173685)	(4, 0.00022520672851644166)	(5, 0.00034281468674169453)	(6, 0.0005730260092251683)	(7, 0.0009233475869174109)	(8, 0.0015138896750271913)	(9, 0.0023271361946698974)	(10, 0.0031228666354279912)	(12, 0.004097511310507481)	(14, 0.0050734071340787276)	(16, 0.006159404024924679)	(18, 0.006968897099092111)	(20, 0.007878482052600184)	(22, 0.008764295184764855)	(24, 0.009698903108108087)	(26, 0.010746114395709543)	(28, 0.011843371622981316)	(30, 0.013056985659986585)	(32, 0.014547103513670374)	(34, 0.01604347710981295)	(36, 0.01785138668040328)	(38, 0.01952041876840846)	(40, 0.021046819928353232)	(42, 0.02259323946416613)	(44, 0.024416162816657552)	(46, 0.026339178048489613)	(48, 0.02821840308311014)	(50, 0.030113893048123525)	(52, 0.03220581332634292)	(54, 0.03438406285049361)	(56, 0.036556056632185516)	(58, 0.03886817904495432)	(60, 0.04136422028601154)	(62, 0.043867768418019315)	(64, 0.04628248500711228)	(66, 0.04876351246626841)	(68, 0.05136840362610859)	(70, 0.05458260410143491)	(72, 0.05764416446076676)	(74, 0.061113599228411725)	(76, 0.06397622697755405)	(78, 0.06702277355498479)	(80, 0.0701781700511985)	(82, 0.0733097947260688)	(84, 0.07640388494618636)	(86, 0.07986956626835603)	(88, 0.08346286473668504)	(90, 0.08723757973631896)	(92, 0.09115492566401329)	(94, 0.09521740481675153)	(96, 0.09960268028036336)	(98, 0.10429573827294765)	(100, 0.10911891570867477)	(102, 0.11394084199591015)	(104, 0.1191293547912306)	(106, 0.12444048013874336)	(108, 0.12993427316605277)	(110, 0.13546935409359023)	(112, 0.14125716701646274)	(114, 0.14739029692306052)	(116, 0.15375363815214177)	(118, 0.16034093496124768)	(120, 0.16702832364969422)	(122, 0.17389087312698692)	(124, 0.180306762592722)	(126, 0.1868552737985834)	(128, 0.19359145727820853)	(130, 0.20085562542135554)	(132, 0.20864027133707386)	(134, 0.2163823782040724)	(136, 0.22427212059309842)	(138, 0.23208679407261895)
KRAS_siRNA_P1_2 - illumina_universal_adapter	(1, 4.253904871977232e-05)	(2, 0.00014012863107689704)	(3, 0.0004979570997196877)	(4, 0.0010384532481591477)	(5, 0.0011360428305162724)	(6, 0.00133872888618107)	(7, 0.0014488299534557746)	(8, 0.0016089769604008)	(9, 0.0018091607190820814)	(10, 0.002293355185392431)	(12, 0.0026411744661011573)	(14, 0.0030615603593318486)	(16, 0.0036433444079993233)	(18, 0.004291439326729972)	(20, 0.00514096915263366)	(22, 0.006214454558562032)	(24, 0.007538169662842006)	(26, 0.009094598386588968)	(28, 0.010683556971121642)	(30, 0.012457685532434499)	(32, 0.014286864627384706)	(34, 0.016251167759444782)	(36, 0.018172931842785085)	(38, 0.020278614754413813)	(40, 0.022451859684597474)	(42, 0.024646374139141024)	(44, 0.026878423048437315)	(46, 0.029358199359101687)	(48, 0.031670321771870485)	(50, 0.03406001539112828)	(52, 0.03641592800110861)	(54, 0.038904462351215294)	(56, 0.041339197316176385)	(58, 0.043800206399464386)	(60, 0.04650143599316993)	(62, 0.049380328672705115)	(64, 0.052386838498399604)	(66, 0.0553933483240941)	(68, 0.05874267283653029)	(70, 0.06236725001715325)	(72, 0.06654358368264147)	(74, 0.07132547321814059)	(76, 0.07657028769559016)	(78, 0.08259206538642147)	(80, 0.0895547067430548)	(82, 0.09821390545451197)	(84, 0.10806795097559804)	(86, 0.11937958448958222)	(88, 0.13205371871109084)	(90, 0.14683728928970347)	(92, 0.16410313847596403)	(94, 0.18360979461096313)	(96, 0.2052784353397201)	(98, 0.2288263011030976)	(100, 0.25459495543934557)	(102, 0.28378299860356815)	(104, 0.3161502100853478)	(106, 0.351395063098171)	(108, 0.3889532896722546)	(110, 0.429538044447901)	(112, 0.4730617470306868)	(114, 0.5212547357847136)	(116, 0.5731461194803771)	(118, 0.6286608292081717)	(120, 0.6870932172187459)	(122, 0.7506803370153632)	(124, 0.8189767797349576)	(126, 0.8922965836489606)	(128, 0.9700229325509351)	(130, 1.0528051725081038)	(132, 1.1417355561537712)	(134, 1.2383842748450942)	(136, 1.3423034174220225)	(138, 1.4514586164369583)
KRAS_siRNA_P1_2 - polya	(1, 0.0022520672851644168)	(2, 0.007016440741778916)	(3, 0.008878149697514834)	(4, 0.011205285892184731)	(5, 0.01341231183164586)	(6, 0.015163919720107073)	(7, 0.01747854442985939)	(8, 0.02421973250345154)	(9, 0.03272253765343897)	(10, 0.04120407327906652)	(12, 0.04768877591184828)	(14, 0.05882775093396984)	(16, 0.07197231698837948)	(18, 0.08163368564173483)	(20, 0.09261376480540312)	(22, 0.10360510430549724)	(24, 0.11293116516306143)	(26, 0.12321810806229577)	(28, 0.1324691000103545)	(30, 0.14078548403507)	(32, 0.14923448979991183)	(34, 0.15766347718888554)	(36, 0.16494766370790065)	(38, 0.1726046924774597)	(40, 0.18128140726780145)	(42, 0.1885155478471463)	(44, 0.19617507891368882)	(46, 0.20526091926083548)	(48, 0.2129479755941967)	(50, 0.2205962463243134)	(52, 0.22956322756474307)	(54, 0.2405833434801476)	(56, 0.24946399547464593)	(58, 0.2575339032464851)	(60, 0.265941621111099)	(62, 0.2744394216671193)	(64, 0.28232541061067007)	(66, 0.29017011165399276)	(68, 0.29875173915896097)	(70, 0.30732585977297866)	(72, 0.31528441532905127)	(74, 0.3232729984489262)	(76, 0.33300443141782)	(78, 0.3423505106512523)	(80, 0.34978983958324544)	(82, 0.35898077640369974)	(84, 0.37082414802668107)	(86, 0.3828827171902448)	(88, 0.3925991363772375)	(90, 0.402755959833329)	(92, 0.4118568139623767)	(94, 0.4224878226968446)	(96, 0.4315811699349418)	(98, 0.439547232381965)	(100, 0.44821143568738925)	(102, 0.4566491811158052)	(104, 0.4648479571822955)	(106, 0.4731130441188489)	(108, 0.48232149701818783)	(110, 0.4903025732471122)	(112, 0.49858142281707496)	(114, 0.5077898757164139)	(116, 0.5174925322699973)	(118, 0.5275204874314376)	(120, 0.5372506692518397)	(122, 0.5456796566408134)	(124, 0.554585331605147)	(126, 0.5643743174046616)	(128, 0.5733312894571572)	(130, 0.5839272660338558)	(132, 0.5939877510560819)	(134, 0.602983508711822)	(136, 0.6107944287458673)	(138, 0.6181336657985197)
KRAS_siRNA_P1_2 - polyg	(1, 0.029034151899736363)	(2, 0.029742301946071397)	(3, 0.029889937468098843)	(4, 0.030040075287109804)	(5, 0.03014767405740099)	(6, 0.030310323361329532)	(7, 0.030508004823027297)	(8, 0.030893358558488765)	(9, 0.03142384551899416)	(10, 0.03198436004330175)	(12, 0.03267374286226041)	(14, 0.03326928954433722)	(16, 0.033984946481622806)	(18, 0.034471643244916673)	(20, 0.035097217490795675)	(22, 0.035662736609070295)	(24, 0.03617070289672405)	(26, 0.036742477757457453)	(28, 0.03734928477596009)	(30, 0.0380224026645259)	(32, 0.03877809635354774)	(34, 0.0395062647757509)	(36, 0.04035329230467107)	(38, 0.04113776240900334)	(40, 0.04190346528595924)	(42, 0.04253279297731352)	(44, 0.043224678093255704)	(46, 0.044102984334469825)	(48, 0.04492123544807956)	(50, 0.04575950493755743)	(52, 0.04661403935742815)	(54, 0.047538638092837315)	(56, 0.04843070696746078)	(58, 0.049315268951133695)	(60, 0.050203584380281885)	(62, 0.05109565325490534)	(64, 0.05207780482093538)	(66, 0.05306871442640772)	(68, 0.054154711317253676)	(70, 0.0554321339273386)	(72, 0.05680339267430538)	(74, 0.0584474017924754)	(76, 0.060295348114801986)	(78, 0.06200191465755991)	(80, 0.06386612591027935)	(82, 0.06578663884512789)	(84, 0.06759705071270172)	(86, 0.06944875048050358)	(88, 0.07147936448262682)	(90, 0.07387656499283517)	(92, 0.0764739492617248)	(94, 0.07913138865821881)	(96, 0.08201778822870454)	(98, 0.08521947721911328)	(100, 0.08853752301925552)	(102, 0.09213957952702684)	(104, 0.09611572943383379)	(106, 0.100250775199094)	(108, 0.10450217777408773)	(110, 0.10906261402654567)	(112, 0.11378069498896512)	(114, 0.11873399186783508)	(116, 0.12437166697169667)	(118, 0.1300919178760143)	(120, 0.13583719175016706)	(122, 0.14157871217884457)	(124, 0.14727394011332703)	(126, 0.15335702408025448)	(128, 0.15952268384763796)	(130, 0.16599737729248565)	(132, 0.1726096970714267)	(134, 0.17980129860205174)	(136, 0.18731569644355034)	(138, 0.195419385224667)
KRAS_siRNA_P2_1 - illumina_universal_adapter	(1, 4.691288141873185e-05)	(2, 0.00011024527133401985)	(3, 0.00040814206834296715)	(4, 0.000771716899338139)	(5, 0.0008796165266012222)	(6, 0.0010672680522761497)	(7, 0.0011306004421914376)	(8, 0.0012689934423766966)	(9, 0.0014261515951294484)	(10, 0.0018565772821463131)	(12, 0.002211942358893207)	(14, 0.0026048377407750863)	(16, 0.0030575470464658484)	(18, 0.0036580319286256165)	(20, 0.004441477048318439)	(22, 0.005475906083601476)	(24, 0.006611197813934787)	(26, 0.007897783586843506)	(28, 0.009413069656668546)	(30, 0.01113242676066507)	(32, 0.012810735093420202)	(34, 0.014606325629722163)	(36, 0.016616542598514823)	(38, 0.018487193745086755)	(40, 0.020309759188204487)	(42, 0.02225077965690452)	(44, 0.024201182701888292)	(46, 0.026246584331745003)	(48, 0.028280257741247032)	(50, 0.030399547159338243)	(52, 0.032579823323273804)	(54, 0.03468386605490393)	(56, 0.03676093387971828)	(58, 0.03892127206905088)	(60, 0.04114142418219237)	(62, 0.04343077279542648)	(64, 0.04569549214591576)	(66, 0.048095086030483895)	(68, 0.05069171401701071)	(70, 0.053640188614178005)	(72, 0.056976867305085305)	(74, 0.0606466274540656)	(76, 0.06463187673058687)	(78, 0.0691144025501467)	(80, 0.07429123901470376)	(82, 0.08065731702322568)	(84, 0.08832991877925928)	(86, 0.09719410772332865)	(88, 0.10683118638877165)	(90, 0.11833305209060924)	(92, 0.13180995010017543)	(94, 0.14767002248581318)	(96, 0.16497266597507698)	(98, 0.18474409984900153)	(100, 0.20649643014083202)	(102, 0.23141186146232048)	(104, 0.25937193878788467)	(106, 0.2893680351670218)	(108, 0.32217069467703463)	(110, 0.35796405037749157)	(112, 0.3978998135072225)	(114, 0.4417797771422334)	(116, 0.4895054242315447)	(118, 0.541693659165813)	(120, 0.5978120207409354)	(122, 0.6586850028478465)	(124, 0.7266805331761563)	(126, 0.8007688739787242)	(128, 0.8798123878811455)	(130, 0.9653697553685576)	(132, 1.0598569898340255)	(134, 1.1614773279192114)	(136, 1.2723137015591075)	(138, 1.3899594799369321)
KRAS_siRNA_P2_1 - polya	(1, 0.00200318003657985)	(2, 0.006879774060057026)	(3, 0.008796165266012223)	(4, 0.011108970319955704)	(5, 0.013135606797244919)	(6, 0.014742372985836485)	(7, 0.016837033141182862)	(8, 0.023348541082102842)	(9, 0.03264432853522456)	(10, 0.04106636357192239)	(12, 0.046868314181384055)	(14, 0.05741198428024405)	(16, 0.06930088125378617)	(18, 0.07854271889327634)	(20, 0.08853985392360811)	(22, 0.09872933176775665)	(24, 0.10747389286420828)	(26, 0.11677789007157827)	(28, 0.125888371643096)	(30, 0.13425645686616228)	(32, 0.14275824380127197)	(34, 0.15038041420978043)	(36, 0.15746308648197346)	(38, 0.16445779710150638)	(40, 0.17263353951075588)	(42, 0.17977602570675782)	(44, 0.1869454868095755)	(46, 0.19517517903245651)	(48, 0.20241852792350873)	(50, 0.20956218694154613)	(52, 0.2179607655375346)	(54, 0.22845752275497586)	(56, 0.23689245883406385)	(58, 0.2444067296153092)	(60, 0.2520910595916975)	(62, 0.26019760550085436)	(64, 0.2683674837999265)	(66, 0.2766382247940489)	(68, 0.2851235922206621)	(70, 0.293635934554091)	(72, 0.30177414665820546)	(74, 0.30951711773636714)	(76, 0.3188926570879007)	(78, 0.3275316642011602)	(80, 0.33495445486363906)	(82, 0.34345858744281965)	(84, 0.3550061932040405)	(86, 0.36644355369392734)	(88, 0.37550829520606177)	(90, 0.38516296620203677)	(92, 0.3943332616973634)	(94, 0.4046693422959455)	(96, 0.41296471255281275)	(98, 0.42082262019045036)	(100, 0.42914027406599153)	(102, 0.43796575988289044)	(104, 0.4460898981225793)	(106, 0.45417533323509773)	(108, 0.46357432902734064)	(110, 0.47169377597888773)	(112, 0.4805040151093255)	(114, 0.4903791766479686)	(116, 0.4999494044573899)	(118, 0.5099254286910833)	(120, 0.5208326736209383)	(122, 0.5310772741007539)	(124, 0.5405747869439762)	(126, 0.5508639546611396)	(128, 0.5605936862673846)	(130, 0.5708887180947253)	(132, 0.5810594307863064)	(134, 0.5906718801890045)	(136, 0.5990036079289713)	(138, 0.606538989506855)
